Text,language
desde antes incluso de su retirada vlade divac ha formado parte de la estructura de diversos clubes de baloncesto a finales de  se convirtió en presidente del partizan de belgrado aunque debido a su ocupación como jugador en la nba fue su compatriota amigo y vicepresidente del equipo predrag danilović quien se hizo cargo en la práctica de las riendas de la escuadra además después de dar por finiquitada su carrera como jugador el ya ex pivot trabajó como scout para los lakers durante un año,Spanish
لوگان به عنوان جانشین dacia  که مدل رومانیایی اتومبیل رنو  فرانسه بود طراحی گردید با توجه به اهداف شرکت داچیا برای بازاریابی و فروش در کشورهای اتحادیه اروپا بایستی طراحان اتومبیلی جادار راحت اسپورت و مهمتر از آن کم هزینه طراحی میر کردند داچیا در طراحی لوگان سعی کرده به غیر از در نظر گرفتن انتخاب‌های اقتصادی اتومبیلی با کیفیت بالا و قابل اطمینان طراحی کند از ویژگی‌های آن می‌توان به موارد زیر اشاره کرد,Persian
نیویارک ریاست کے جنوب کا بیشتر حصّہ الیگھینی سطح مرتقع پر مبنی ہے جو جنوب مشرق سے اٹھتا ہے اور کیٹسکل کی پہاڑیوں تک جاتا ہے۔ مشرقی حصہ کا سارا پانی دریائے الیگھینی کے ذریعے نکلتا ہے اس کے علاوہ سسکیوہینا اور ڈیلاویر کے دریائی سلسلہ بھی پانی کے اخراج میں مدد دیتے ہیں۔ نیویارک ریاست کا سب سے اونچا مقام مارسی پہاڑ ہے جو ایڈیرونڈاک پہاڑی سلسلہ میں واقع ہے۔,Urdu
இங்கு பயன்படுத்தப்பட்டுள்ள தளவிரிப்புக் கம்பளம் உலகின் மிகப் பெரிய கம்பளம் ஆகும் ஈரானியக் கம்பள வடிவமைப்புக் கலைஞரான அலி காலிக்கி என்பவரால் வடிவமைக்கப்பட்ட இக் கம்பளம் ஈரானியக் கம்பள நிறுவனம் ஒன்றால் உற்பத்தி செய்யப்பட்டது இதன் பரப்பளவு  சதுர மீட்டர்கள்  சதுர அடி இதனை உற்பத்தி செய்வதில்  நெசவாளர்களும்  நுட்பியலாளரும்  பிற தொழிலாளரும் ஈடுபட்டனர்  தொன் நிறை கொண்ட இக் கம்பளத்தைச் செய்வதில்  தொன் கம்பளி  தொன் பருத்தி என்பன பயன்பட்டன இக் கம்பளத்தில்  முடிச்சுக்கள் உள்ளதாகக் கணக்கிடப்பட்டுள்ளது,Tamil
شهر کرمانشاه از شمال به کوه فرخشاد از شمال غربی به کوه طاق بستان و از جنوب به سفید کوه منتهی می‌شود که در قسمت مرکزی استان کرمانشاه با موقعیت  درجه و  دقیقهٔ شرقی و  درجه و  دقیقهٔ شمالی قرار دارد و دارای  کیلومتر مربع گستردگی و ارتفاع  متر از سطح دریا است,Persian
miller est utilisé comme receveur réserviste par les équipes dont il porte les couleurs il na jamais disputé plus de  parties dans une même saison et a fait de fréquents séjours dans les ligues mineures depuis ses premiers matchs joués dans les majeures,French
по территории астраханской области автодорога идёт в пойме реки волги в восточном юго-восточном и южном направлениях пересекает небольшой участок калмыкии проходит мимо города нариманова и заканчивается в городе астрахани на правом берегу волги,Russian
년에는 장녀 둘째가 태어났으나 이후로 아이는 집에서 출산하고 출생신고 역시 하지 않았다 년경에는 차남 셋째가 태어났지만 병으로 사망하였고 시신 처리를 고민한 어머니는 비닐로 싸서 악취제거제와 함께 박스에 넣어 벽장에 두는 방법을 택한다 이어 년경에는 차녀 넷째가 년경에는 삼녀 다섯째가 태어나 네 아이를 두게 되었다,Korean
فكرة تقسيم العراق لثلاث دول دولة كردستان الدولة الشيعية بالجنوب الدولة السنية ظهرت قبل الغزو الأمريكي وخلال وبعد الحرب الأهلية العراقية حيث عارضها حارث الضاري رئيس هيئة علماء المسلمين في العراق بشدة وفي نهاية عام  اعلن مجلس شورى المجاهدين يضم القاعدة عن تأسيس اقليم سنيدولة سنية سميت بالدولة الإسلامية في العراق,Arabic
birçok çağdaş toplumda aile içi şiddet fiziksel seviyede ise kriminal bir suç olarak değerlendirilir ekonomik duygusal zihinsel sosyal ve ruhsal baskıların karşılığı olarak da yüksek tazminat bedelleri ödemeye mahkûm edilirler,Turkish
le kabupaten de pontianak en indonésien kabupaten pontianak est un kabupaten dindonésie situé dans la province du kalimantan occidental son chef-lieu est mempawah,French
lewis david  a return voyage between puluwat and saipan using micronesian navigational techniques in ben r finney  pacific navigation and voyaging the polynesian society,Latin
contrairement aux compagnies de théâtre baroque celles de commedia dell’arte employaient des actrices professionnelles au lieu de faire interpréter les rôles féminins par des hommes ce qui est le cas chez shakespeare par exemple qui sétait inspiré de la commedia dans la nuit des rois et dans la comédie des erreurs les troupes de commedia dell’arte étaient généralement composées de trois femmes et sept hommes les plus riches ayant un « poète maison »,French
i omgivningarna runt mary river växer i huvudsak blandskog runt mary river är det mycket glesbefolkat med  invånare per kvadratkilometer inlandsklimat råder i trakten årsmedeltemperaturen i trakten är  °c den varmaste månaden är augusti då medeltemperaturen är  °c och den kallaste är februari med - °c genomsnittlig årsnederbörd är   millimeter den regnigaste månaden är december med i genomsnitt  mm nederbörd och den torraste är maj med  mm nederbörd,Swedish
martins joão brion madalena sousa miguel et al  o caminho de ferro revisitado o caminho de ferro em portugal de  a  lisboa caminhos de ferro portugueses  páginas cs manut uso explícito de et al link cs manut nomes múltiplos lista de autores link,Portugese
منشور سازمان ملل در سال  صراحتاً در پی نظام قانونمندی بود که اطمینان دهد بخش بسیار ناچیزی از درآمدها و منابع اقتصادی کشورهای جنگ زده صرف تولید تسلیحات نظامی می‌شود ابداع سلاح‌های هسته‌ای چند هفته پس از امضای منشور و طرح موضوع کنترل تسلیحات و خلع سلاح واقع گردید در واقع اولین قطعنامه سازمان ملل در اولین نشست مجمع عمومی در  ژانویه  با عنوان تأسیس کمیسیون ویژه کشف انرژی اتمی بود که خواستار ارائه راهکار جهت مقابله با توسعه سلاحهای هسته‌ای و کلیه جنگ‌افزارهای کشتار جمعی شد,Persian
salsola hoanibica är en amarantväxtart som beskrevs av viktor petrovitj botjantsev salsola hoanibica ingår i släktet sodaörter och familjen amarantväxter inga underarter finns listade i catalogue of life,Swedish
يو وخت الوتکه نه وه د الوتکې لپاره د کلمې د لرلو اړتيا هم نه وه خو وروسته بيا الوتکه راغله الوتکه پېلوټ چلوله هغۀ ته هوايي ډگر پکار ووچې الوتکه راکوزه کړي او په دې ډول د گڼو نويو مفهومونو لپاره د کلمو د لرلو ضرورت پېښ شو,Pushto
anno  iohannes schweighaeuserus doctor argentoratensis maximam editionem graecolatinam quae hodieque apud eruditos in honore est quattuor voluminibus lipsiae curavit plures manuscriptos comparavit et versionem latinam gelenii emendavit,Latin
مفتی منیب الرحمان قاری احمد رضا سیالوی حافظ محمد عبد الستار سعیدی  خادم حسین رضوی مفتی محمد رمضان سیالوی خطیب جامع مسجدحضرت داتا گنج بخش اور پیر سید محمد عثمان بخاری وغیرہ۔,Urdu
the film introduces a romance involving wyatt earp and a fictional character based on lottie deno which played no factor in the actual gunfight nor did anything to advance the films plot,English
クラクフ、パリ、ブレスラウ（現在のポーランド領ドルヌィ・シロンスク県ヴロツワフ）で教育を受けた。年にガリツィア王国議会議員となり、年に終身の帝国貴族院議員となった。クラクフ政界における保守派の若手指導者であり、特に東ガリツィアの保守派閥（podolacy）に支持基盤を持っていた。ポトツキは経済関係の活動に熱心で、年のガリツィア全国ストライキの主導者であったほか、クラクフ農業経営者協会の会長やクラクフの勧業銀行の社長を務めた。ルドルフ皇太子の友人の人でもあった。,Japanese
bizans egemenliği döneminde i̇talyada katolik kilisesi ortaya çıktı i̇talyadaki otorite boşluğunı doldurarak sadece din açısından değil siyasi açıdan da etkin bir kurum haline geldi papalar bir cermen ulusu olan frankları yöneten karolenj hanedanıyla işbirliği yaparak kendilerini lombardlardan korumaya çalıştılar  yılında lombardlar güneye inerek ravennayı ele geçirdiler papa franklardan yardım istedi franklar lombardları yenerek orta i̇talyayı papaya geri verdiler böylece roma kenti civarında bağımsız bir papalık devleti kurulmuş oldu  yılında franklar lombardların i̇talyadaki egemenliğine tamamen son vererek i̇talyayı kendilerine bağladılar frankların kralı şarlman  yılında papanın elinden taç giyerek roma i̇mparatoru ilan edildi şarlmanın  yılındaki ölümüne kadar geçen süre boyunca günümüzdeki i̇talya almanya ve fransa toprakları karolenj i̇mparatorluğunun bayrağı altında birleşmiş oldu,Turkish
فلم ایئرلفٹ کی موسیقی امال ملک اور انکیت تیواری نے ترتیب دی جب کہ کمار نے بول لکھے۔ ’’سوچ نہ سکے‘‘ فلم کا پہلا گیت تھا جسے ٹی سیریز کے باضابطہ یوٹیوب چینل پر  دسمبر ء کو جاری کیا گیا۔  گیتوں پر مشتمل مکمل نغماتی البم  دسمبر ء کو جاری ہوا۔ فلمی گیتوں کے حقوق ٹی سیریز نے حاصل کیے۔,Urdu
elementa maximi momenti in victus rationibus plurimorum psittaciformium sunt semina nuces fructus gemmae et alia res plantarum nonnullae species animalia et cadavera aliquando edunt et psittaciformes tribus loriinorum nectare florum et fructibus vescuntur paene omnes psittaciformes nidos in cavis arboris faciunt et ova alba pariunt ex quibus excludunt iuvenes altriciales,Latin
یواس‌اس اینترپید  به انگلیسی uss intrepid  یک کشتی بود که طول آن  فوت  اینچ ٫ متر بود این کشتی در سال  ساخته شد,Persian
родился  ноября  года в серболужицкой рабочей семье в деревне небельшицы после начальной школы с  года по  год обучался в гимназии в чешской деревне богосудов во время обучения был членом сербовки и занимался изданием студенческого журнала «gmejska heja» с  года был рабочим после начала второй мировой войны был призван в армию и погиб в  году на восточном фронте в возрасте  лет,Russian
military strength is a term that describes a quantification or reference to a nations standing military forces or the capacity for fulfillment of that militarys role for example the military strength of a given country could be interpreted as the number of individuals in its armed forces the destructive potential of its arsenal or both for example while china and india maintain the largest armed forces in the world the us military is considered to be one of the worlds strongest although the certainty of such a claim cannot be ascertained without a detailed analysis of opposing military forces in relation to one another as well as taking into account the fields of battle and tactics used in such a conflict the uk and in some regards israel have also been described as the best trained and operating militaries in the world,Pushto
"em  o site foi indicado ao prêmio toddy de música independente na categoria ""veículo online"" oferecido pela revista dynamite com o patrocínio da toddy e ficou em º lugar e em  o site foi indicado ao prêmio dynamite de música independente oferecido pela revista dynamite",Portugese
ولقد حوى الكتاب على الكثير من الأخبار المكذوبة ورد عليه الكثير من العلماء والفقهاء ومنهم العلامة الشاعر وليد الأعظمي في كتابهِ السيف اليماني في نحر الأصفهاني وبين زيف أكاذيبه وبطلان أدعاءه ويدرس كتاب الأغاني في كثير من الدول العربية كمصدر من مصادر التراث وهو يحوي هذه القصص الكاذبة والخرافية عن الخلفاء العرب والمسلمين,Arabic
se situează în zona de est a județului timiș  km la sud de municipiul lugoj pe drumul județean dj la sud de oloșag pe același drum județean se găsește centrul de comună satul știuca la  km,Romanian
東京都立大学法学部法律学科卒業。東京大学大学院法学政治学研究科修士課程修了。年埼玉県入庁（県民部県民総務課調査係）、北埼玉郡大利根町企画財政課長（県派遣）、総合政策部計画調整課主査（計画フレーム担当）、健康福祉部社会福祉課地域福祉担当主査、県立精神医療センター・精神保健福祉センター総務職員担当主幹、年城西大学経営学部マネジメント総合学科助教授。,Japanese
protopolybia rotundata är en getingart som beskrevs av adolpho ducke  protopolybia rotundata ingår i släktet protopolybia och familjen getingar inga underarter finns listade i catalogue of life,Swedish
acest rezultat este un corolar al teoremei gelfond–schneider⁠d care afirmă că dacă α este algebric și diferit de  sau  și dacă β este algebric și irațional atunci αβ este transcendent astfel funcția x poate fi înlocuită cu cx pentru orice c algebric diferit de  și  într-adevăr,Romanian
dibidang kesenian tanah paguntaka ini terkenal akan tari jepen yang merupakan tari asli daerah ini selain hadrah dan tari-tari tradisional yang berasal dari berbagai daerah sementara di dunia musik perkembangan musik tradisional dan modern juga menunjukkan kemajuan yang berarti,Indonesian
رشته اصلی زینب ساسانیان در مسابقات دوچرخه سواری رشته استقامت و تایم تریل انفرادی بانوان بود که از سال  بصورت حرفه‌ای وارد آن شده بود و در اردوهای تیم ملی بانوان در چند سال اخیر حضور مستمر داشت و چندین دوره نیز قهرمان کشوری در این دو رشته مورد علاقه اش شده بود وی دارنده مدال نقره و برنز دوچرخه سواری ایران بودزینب عضو تیم ملی دوچرخه سواری بود و در مسابقات قهرمانی  آسیا تیم ملی زیر  سال را همراهی کرد وی در مسابقات قهرمانی کشور مدال نقره و برنز را به خود اختصاص داده بود,Persian
د هني او منگلو تر وتلو وروسته دغو خلکو د خپل پير پر لار ښوونه د بنو سيمه په خپلو مينځو کې په دې ډول سره وويشله چې د کيوي د مشر ځوی او لا دې ته يې سهيلي بر خه چې اوس په مير ي مشهوره ده د ککي تر ختيزو بر خو پورې چې په هغه وخت کې ز يا ته ابا ده وه ورکړه دکيوي دويم زوی سمي ته يې په مينځ کې تر نا ر پورې ځمکې او د سو راڼې او لادې ته د کو رمې د رود شمال ته تهل پورې سيمې ور کړل شوې,Pushto
"organismi kõik geenid annavad kokku genoomi genoom on ühes kromosoomikomplektis haploidne kromosoomistik sisalduv geneetiline materjal populatsioonigeneetikas kasutatakse ""geeni"" sünonüümina sageli ka mõistet lookus lookus on kromosoomi kindel regioon kus asub mingi spetsiifiline geen kromosoom sisaldab üksikut väga pikka dna heeliksit kus tuhanded geenid on kodeeritud prokarüoodid – bakterid ja arhed – tavaliselt hoiavad oma geene ühes suures tsirkulaarses kromosoomis mõnikord täiendavad neid ka plasmiidid – väikesed tsirkulaarsed dna ahelad mis kodeerivad ainult mõnda geeni ja mis on kergesti ülekantavad ühelt organismilt teisele näiteks antibiootikumiresistentsed geenid kodeeritakse tavaliselt bakterite plasmiidides ja antakse edasi rakult rakule ning seda isegi erinevate organismide vahel ehk toimub horisontaalne geeni ülekanne kuigi mõned lihtsamad eukarüoodid omavad samuti mõne geeniga plasmiide on siiski enamikul eukarüootidel geenide talletamiseks olemas lineaarsed kromosoomid kromosoomid on pakitud tuuma kus dna on komplektis histoonidega dna pakkimine histoonidega viiakse läbi regulatoorsete mehhanismidega eukrüootsete kromosoomide lõpud on kapeeritud pikkade kordusjärjestuste poolt milleks on telomeerid telomeerid ei kodeeri ühtki geeni produkti nad on vajalikud degradatsiooni ennet",Estonian
в сентябре  года начались работы по реконструкции участка — км со строительством обхода с изосимово тамбовская обл работы планируется завершить в  году,Russian
戈尔巴乔夫現居於莫斯科。在羅納德·里根逝世後，他代表俄羅斯出席他的葬禮。他也曾聯同葉利欽批評普京對車臣的武力政策和態度偏離了民主。戈尔巴乔夫本人则在年月日接受英国《每日电讯报》采访时，反击美国对普京演讲的指责，称美国领导人的承诺不可信，又在同年月日接受西班牙埃菲社采访时称西方企图孤立俄罗斯。除了时不时发表些政治观点意见外，年时因为他存款的银行破产，为了给它的基金会补充资金，他还十分时髦地为必胜客和lv皮包拍摄了广告。其中为lv拍摄的广告中，他穿着细条纹西服和大衣，坐在汽车的后排，握着车门把手，在他的身旁放着一个路易·威登的行李包。透过车窗，他看到的是破败的柏林墙。从月份开始，这组广告就作为年路易威登集团秋冬季推广活动的一部分，陆续出现在各大时尚和财经类的报刊杂志上。引起了广泛讨论。,Chinese
dit heeft te maken met het feit dat de verleiding aanwezig is machtsinstrumenten te misbruiken om zodoende voordelen te behalen dit kunnen materiële en financiële voordelen zijn maar ook immateriële voordelen zoals seksuele gunsten ze kunnen al dan niet direct behaald door toepassing van de macht bijvoorbeeld een dictator die zelf de kiescommissie benoemt die hem prompt met  van de stemmen tot winnaar van de verkiezingen uitroept of door anderen tegen betaling of verstrekking van giften met behulp van deze macht voordelen te verschaffen bijvoorbeeld een onderwijzer die een leerling een goed rapport geeft na een royale gift van diens vader in dit geval is de machthebber corrupt geworden en worden zijn beslissingen niet meer ingegeven door het algemeen belang maar door het eigen voordeel uiteindelijk is dit schadelijk voor de economie en de rechtszekerheid,Dutch
ten westen van de top ligt de passo di portella waarover een van de belangrijkste wandelroutes van het gebergte voert deze pas vormt de verbinding tussen de hoogvlakte campo pericoli en de vallone della portella iets ten oosten van de top ligt de berghut rifugio degli abruzzi die uit  dateert,Dutch
foi criado cardeal-presbítero no consistório de  de dezembro de  entrou em roma a partir de sua legação na germânia em  de fevereiro de  recebeu o chapéu vermelho em consistório público em  de fevereiro de  e recebeu o título de são clemente em  de março de  o papa pio ii o nomeou núncio a latere em marca de ancona em setembro de  ocupando o cargo até sua morte abade commendatario do mosteiro de s abbondio como em ,Portugese
"o aeródromo de braga código iata bgz código oaci lpbr surgiu através de progressivas transformações de antigos campos de lavoura e bouças na freguesia de palmeira designado como ""campo de aviação"" nome pelo qual ainda é reconhecido o actual aeródromo inaugurado a  de junho de  com a aterragem dum avião militar monomotor ""junker -f"" pilotado pelo capitão amado da cunha",Portugese
 جولائی ء میں عبداللہ بن حسین جوکہ حسین بن علی شریف مکّہ غدار کا غدار بیٹا تھا۔جس کو ایک فلسطینی مسلمان نے مسجد اقصیٰ میں جمعہ کی نماز کے دوران گولیوں سے بھون کر ہلاک کرڈالا۔,Urdu
ilana salama ortar a reçu le prix des arts visuels de la loterie israélienne  et le prix du ministère de léducation en en israël pour les arts visuels  son travail a été soutenu par entre autres le collège académique de safed marseille provence  ateliers euro-méditerranée centre international de création et de formation arts électroniques de lécole des beaux arts de marseille la cité internationale des arts paris et la fondation beaumarchais,French
биографија на епископот полошко-кумановски и местобљустител дебарско-кичевски г јоаким јовчески на официальном сайте охридской архиепископии,Russian
یوں تو ملت تشیع نے قیام پاکستان کے بعد انفرادی سطح پر اس ملک کی ترقی میں بڑھ چڑھ کر حصہ لیا اور جزوی طور پرتشیع اور مذہب جعفریہ کو در پیش مسائل کے حل کے لئےبھر پور سعی کی۔مختلف تنظیموں انجمنوں شیعہ کانفرنس اور ادارہ تحفظ حقوق شیعہ پاکستان وغیرہ کے نام سے کوششیں ہوتی رہیں۔اس کے بعد مرحوم علامہ سید محمد دہلوی کی قیادت میں شیعہ مطالبات کمیٹی کا وجود عمل میں آیا۔لیکن  آپریل ء سے باقاعدہ جماعتی سطح پر منظم انداز میں قائد ملت جعفریہ علامہ مفتی جعفر حسین مرحوم کی قیادت میں کا م کا آغاز کیا۔,Urdu
rebordosa is een stad in het noorden van portugal gelegen in de tâmega subregio de stad ligt ongeveer km ten oosten van porto rebordosa heeft een oppervlakte van  km² en ruim  inwoners de stad maakt deel uit van de gemeente paredes samen met paredes gandra en sao salvador de lordelo rebordosa is gelegen in het centrum van de portugese meubelindustrie,Dutch
in february  idw publishing announced a partnership with cartoon network to produce comic books and issues based on its properties generator rex along with ben  was one of the titles announced to be published,Turkish
刑法上の犯罪に対しては、クニャージ・スード（直訳：クニャージの裁判・法廷）と呼ばれる、クニャージの代理人により執行される裁判の実施が規定されていた。事件の解決のために、この裁判で対決できる権利、当事者には平等に事件の経過について述べることができる権利が規定されていた。また、支払い無能力者から負債分を回収する手順に関する規定があった。,Japanese
ساختمان ستاد فعلی سازمان در نیویورک و طی سالهای  و  درکنار ایست ریور بنا شده‌است زمین این ملک را جان دی راکفلر جونیوربه قیمت  میلیون دلار خریداری کرد و فرزندش نلسون راکفلر را بعنوان مشاور عالی سازنده بنا در سال  منصوب کرد و آنرا به سازمان ملل اهدا نمود,Persian
ایسٹ آف ففٹی آبشار انگریزیeast of fifty falls آبشار ہے جو ہیملٹن انٹاریو کینیڈا میں واقع ہے اس کے مقام بہاؤ کی مجموعی بلندی  میٹر  فٹ ہے۔,Urdu
a obra “explaining criminal careers” consiste em um estudo teórico e empírico acerca da construção de uma carreira criminal de modo a produzir profundo e abrangente conhecimento acerca do transgressor assim esse conhecimento adquirido poderá ser utilizado de modo a estruturar as políticas públicas de combate ao crime de forma racional,Portugese
with the national team he played in the  world cup qualifiers in australia where iraq finished second behind the hosts the  and  asian cups in thailand and iran and in the olympic qualifiers in  and  douglas was also an important part of the iraqi army team that won the  and  cism world military championship,English
miremont est commune francicum  incolarum anno  praefecturae garunnae superioris in regione australi meridiano et pyrenaeis a die  ianuarii  occitania ruscinone meridiano et pyrenaeis,Latin
"द्वितीय विश्व युद्ध के अंत तक मोम सिलेंडर रिकॉर्डिंग का इस्तेमाल किया जाता था लेकिन  में डिक्टाफोन ने डिक्टाबेल्ट प्रौद्योगिकी की शुरूआत की जिसमें मोम सिलेंडर के बजाए एक प्लास्टिक की बेल्ट में यांत्रिक नली होती थी। बाद में इसे चुंबकीय ध्वनि रिकॉर्डिंग के द्वारा परिवर्तित किया गया जिसे  तक बेचा गया था। चुंबकीय टेप रिकार्डर की शुरूआत सत्तर के दशक के अंत में हुई शुरूआत में ""सी"" स्तर के कैसेट का उपयोग किया गया मूल रूप से फिलिप्स द्वारा विकसित और संगीत कैसेट के लिए वास्तविक मानक इसके बाद जल्दी ही मिनी कैसेट रिकार्डर इसे भी फिलिप्स द्वारा विकसित किया गया लेकिन श्रुतलेख उद्योग के लिए माइक्रो कैसेट श्रुतलेख बाजार के लिए ओलिंपस द्वारा विकसित किया गया के उपयोग को जारी किया गया। पहली बार जापान में जेवीसी द्वारा इस उपकरण का निर्माण किया गया लेकिन इसका डिजाइन और विकास डिक्टाफोन द्वारा किया गया था। कैसेट का आकार महत्वपूर्ण था क्योंकि यह निर्माता को पोर्टेबल रिकार्डर के आकार को कम करने के लिए सक्षम बनाता था जो कि लोकप्रिय हो रहा था। बाद में डिक्टाफोन ने  में जारी हुए पिको कैसेट को जेविसी के साथ मिलकर विकसित किया। यह छोटा था लेकिन फिर भी इसमें अच्छा रिकॉर्डिंग समय और गुण था।",Hindi
alexandru segal con sólo doce años de edad ya se clasificó entre los jugadores de ajedrez de clase mundial en rumania convirtiéndose en campeón de la juventud después europeo sub- en  se ha ganado el campeón universitario participó en las finales nacionales y representó a brasil en varios eventos internacionales ganó io gran maestro alemán robert hübner y señaló con el gran maestro húngaro zoltán ribli el ganador del interzonal de las palmas,Spanish
火箭军遵守国家不首先使用核武器政策，贯彻自卫防御核战略，严格执行中央军委命令，以保证国家免受外来核攻击为基本使命。火箭军所属导弹核武器，平时不瞄准任何国家；在国家受到核威胁时，核导弹部队将提升戒备状态，做好核反击准备，慑止敌人对中国使用核武器；在国家遭受核袭击时，使用导弹核武器，独立或联合其他军种核力量，对敌实施坚决反击。火箭军常规导弹部队主要担负对敌战略战役重要目标实施中远程精确打击任务。,Chinese
michel debré né le  janvier  dans le e arrondissement de paris et mort le  août  à montlouis-sur-loire est un homme détat français notamment le premier premier ministre de la ve république de  à  il est considéré comme l’un des « barons du gaullisme »,French
年月日，行政院會通過勞基法部分條文修正草案，賴清德表示一例一休實施以來「企業反映經營困難」，勞工也喪失加班機會，政府面對這些問題不該繼續視而不見，秉持蔡英文總統「既保障勞工權益，也給予資方經營彈性」的指示進行修法。賴清德指出修法的兩重點「四個不變」（正常工時不變、週休二日不變、加班總工時不變、加班費率不變）、「四個彈性」（加班彈性、排班彈性、輪班間區隔彈性、特休運用彈性）。,Chinese
"vide etiam salamis discretivasalamis -īnis f graece σαλαμίς neograece σαλαμίνα est insula et demus graeciae cuius locus medius est oppidum eiusdem nominis salamis ad insulas saronicas pertinet quoad administrationem pars est regionalis insularum unitatis in regione attica nomen ""salamis"" ut credebant antiqui a nympha salamine derivatum est quam deus poseidon huc rapuit ex ea genuit cychreum conditorem urbis salaminis",Latin
سانچہقرآن-سورہ  آیت ۔۔۔* فَلَمَّا اسْتَيْأَسُواْ مِنْهُ خَلَصُواْ نَجِيًّا قَالَ كَبِيرُهُمْ أَلَمْ تَعْلَمُواْ أَنَّ أَبَاكُمْ قَدْ أَخَذَ عَلَيْكُم مَّوْثِقًا مِّنَ اللّهِ وَمِن قَبْلُ مَا فَرَّطتُمْ فِي يُوسُفَ فَلَنْ أَبْرَحَ الأَرْضَ حَتَّىَ يَأْذَنَ لِي أَبِي أَوْ يَحْكُمَ اللَّهُ لِي وَهُوَ خَيْرُ الْحَاكِمِينَ,Urdu
索拉雅（soraya），年轻的阿富汗裔女性，在美国与阿米尔相识，成为他的妻子。胡赛尼在最初的创作中将她塑造为一位美国女性，后来在编辑的建议下把她的身份改成了阿富汗移民，以确保整个故事的可信度，小说的第三部分也因此作出了相应的修改。在小说的最终定稿的情节中，索拉雅是阿富汗将军塔赫里的女儿，和父母一同居住在美国，希望成为一名英文教师。在遇到阿米尔之前，她曾在弗吉尼亚州和自己的阿富汗男友私奔。按照阿富汗传统，她因此成为不清白的女人，也没有人愿意和她结婚。而她向阿米尔坦白这段历史之后，阿米尔自认为自己也有不光彩的历史，没有权利指责她，仍然继续爱着她，最终二人结为夫妻。,Chinese
pada tahun  subkomite ini mengadakan sidang dengar pendapat pertama di kongres ke- yang membahas perubahan iklim global the hearing on the state of climate change science  the findings of the fourth assessment report by the intergovernmental panel on climate change ipcc working group i report melibatkan empat ilmuwan iklim yang menulis laporan penilaian intergovernmental panel on climate change ipcc sidang tersebut dipimpin ketua dpr nancy pelosi,Indonesian
மணல் நெகிழி சிப்பி சாந்து மற்றும் மெழுகு வார்ப் படங்கள் இழத்தகு அச்சு வார்ப்படம் என்ற பொதுப்பிரிவினுள் அடங்குகின்றன இவ்வகை வார்ப்படங்கள் தற்காலிகமானவை மற்றும் மறு பயன்பாட்டிற்கு இயலாதவைகளாக உள்ளன,Tamil
i trakten råder ett hett ökenklimat årsmedeltemperaturen i trakten är  °c den varmaste månaden är juli då medeltemperaturen är  °c och den kallaste är december med  °c genomsnittlig årsnederbörd är  millimeter den regnigaste månaden är november med i genomsnitt  mm nederbörd och den torraste är juni med  mm nederbörd,Swedish
ในปัจจุบัน รูปแบบบริสุทธิ์ของประชาธิปไตยโดยตรงมีอยู่เพียงแค่ในแคนทอนอัพเพินท์เซลล์อินเนอร์โรเดิน appenzell innerrhoden และแคนทอนกลารุส แห่งประเทศสวิตเซอร์แลนด์ เทียบกับสมาพันธรัฐสวิสโดยรวมที่เป็นประชาธิปไตยกึ่งโดยตรง คือเป็นประชาธิปไตยแบบมีผู้แทนที่มีกลไกทางประชาธิปไตยโดยตรงที่เข้มแข็ง ความเป็นประชาธิปไตยโดยตรงของประเทศ จะบูรณาการด้วยโครงสร้างแบบสหพันธรัฐของรัฐบาลกลาง เยอรมัน subsidiaritätsprinzip เทียบกับประเทศตะวันตกโดยมากที่เป็นระบอบประชาธิปไตยแบบมีผู้แทน,Thai
former deathwish professional antwuan dixon was imprisoned in mid- and stated in a july  thrasher magazine interview—conducted by reynolds and ellington—that he was scheduled to be released on august   dixon also explained that he may be released earlier,English
タロット占い師をしている濱口優の弟・濱口善幸がイツザイsの番組自体やレギュラーメンバーの年を占うという企画。スタート以来レギュラーで放送中。月日以降は毎週、ゲストの占いを放送するようになった（以下はこのコーナーのゲスト一覧）。月日からの『めちゃイケてるッ コラボsp』（後述）ではこのコーナーをメインに放送していた。また、ほぼこのコーナーのみを分間放送することもあった。,Japanese
de melik aziz osman yine ordusuyla suriyeye kardeşine efdala hücum etmek için sefere koyuldu fakat kendini bir arabulucu olarak gören adil yine iki kardeş arasına girdi mısırdan gelen ordunun komutanları emirleri malik aziz osmanın emirlerini dinlememek için ordudan ayrılmalarına teşvik etti böylece ordusu çok zayıflayan melik aziz osman yine mısıra çekildi,Turkish
quamquam carmina sapphus temporibus antiquis admirationi fuerunt maxima eorum pars nunc perdita est reliqua misere mutilata tantum ad nostram aetatem delata sunt nihilominus sappho laude sua non caret,Latin
